title,labels,text
ATEL #12333,Gamma Ray,"
The Large Area Telescope (LAT), on board the Fermi Gamma-ray Space Telescope,
has observed a gamma-ray flare from a source positionally consistent with
the flat-spectrum radio source, PKS 0517-726 (RA = 79.1571608 deg, Decl.
= -72.6187408 deg, J2000; Johnston et al. 1995 AJ 110, 880), with no known
redshift.  

Preliminary analysis indicates that on December 25, 2018 the source was
in a high state with a gamma-ray daily averaged flux (E>100MeV) of (0.4
+/- 0.1) x10^-6 ph cm^-2 s^-1 (uncertainty is statistical only), and a
single power-law photon index of 2.5 +/- 0.3. It was also detected on December
14, 2018 with the same flux of (0.4 +/- 0.1) x 10^-6 ph cm^-2 s^-1, but
with a harder spectrum (photon index = 1.8 +/- 0.2). The source was initially
reported as a low-significance LAT source in the LMC field (Abdo et al.
2010 A&A 512, 7). 

Because Fermi operates in an all-sky scanning mode, regular gamma-ray monitoring
of this source will continue. In consideration of the activity of this
source we strongly encourage multiwavelength observations. The Fermi LAT
contact person for this source is B. Rani (bindu.rani at nasa.gov). 

The Fermi LAT is a pair conversion telescope designed to cover the energy
band from 20 MeV to greater than 300 GeV. It is the product of an international
collaboration between NASA and DOE in the U.S. and many scientific institutions
across France, Italy, Japan and Sweden.

"
ATEL #12334,X-ray,"
S-CUBED (Kennea et al., 2018, ApJ, 868, 47) is a weekly survey of the SMC
in X-ray, performed by the Neil Gehrels Swift Observatory, consisting of
142 tilings each with a 60s exposure time.  

Starting on Dec 27th, the Be/XRB SXP 756, which had previously been detected
sporadically by S-CUBED at fluxes around 2.4 x 10<sup>-12</sup> erg/s/cm<sup>2</sup>
(0.5 - 10 keV), showed a significant brightening, and rose to a flux level
of 5.7 x 10<sup>-11</sup> erg/s/cm<sup>2</sup>, an XRT count rate of 0.55
+/- 0.08 count/s. Assuming an SMC distance of 62 kpc, this is equivalent
to a luminosity of 1.1 × 10<sup>37</sup> erg/s. 

This outburst is the first by SXP 756 detected by S-CUBED since observations
began in June 2016. Follow-up observations of this outburst have been requested
by Swift. 

"
ATEL #12331,Optical,"
We report multi-band photometry of the superluminous supernova SN 2018ffs
based on CCD images taken with the Wide Field Camera of the Isaac Newton
Telescope (Observatorio del Roque de los Muchachos, La Palma), from 2018
Oct 12.893 UT to 12.900 UT. 

This supernova was discovered on 2018/08/13.491 and reported to <a href=""https://wis-tns.weizmann.ac.il/object/2018ffs"">TNS</a>
by J.Tonry et al. It was classified as SN Type SLSN-I at a redshift of
z=0.142 by M. Gromadzki et al. (ATel #12042).<br /><br /> 

We report here the SN position, based on the INT images, calibrated using
the Gaia DR2 catalog: RA (J2000) = 20:54:37.148, Dec (J2000) = +22:04:51.77.
<br /><br /> 

The INT Wide Field Camera  magnitudes of SN 2018ffs, calibrated using PanSTARRS-1
are: <br /><br /> 

g = 19.49 +/- 0.01 (2018 Oct 12.898), exposure time = 180 seconds <br />

r = 18.88 +/- 0.01 (2018 Oct 12.901), exposure time = 180 seconds <br />

i = 18.64 +/- 0.01 (2018 Oct 12.894), exposure time = 180 seconds<br /><br
/> 

The host galaxy is detected on the INT WFC images and also in all the bands
of Pan-STARRS1 DR1 <a href=""https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=20+54+37.148+%2B22+04+51.77&filter=color&filter=g&filter=r&filter=i&filter=z&filter=y&filetypes=stack&auxiliary=data&size=120&output_size=0&verbose=0&autoscale=99.500000&catlist="">(PS1
cutouts)</a><br /><br /> 

PS1 J2000 position of the host galaxy: RA (J2000) = 20:54:37.173, Dec (J2000)
= +22:04:53.23. <br /><br /> 

PS1 Kron magnitudes of the host galaxy:<br /><br /> 

gKmag = 20.0577 +/- 0.0284 <br /> 

rKmag = 19.5653 +/- 0.0241 <br /> 

iKmag = 19.2488 +/- 0.0133<br /> 

zKmag = 19.1182 +/- 0.0468<br /> 

yKmag = 19.1027 +/- 0.1371<br /><br /> 

The separation of SN 2018ffs from the host galaxy is 1.5"".<br /><br />

Based on observations made with the Isaac Newton Telescope operated on
the island of La Palma by the Isaac Newton Group of Telescopes in the Spanish
Observatorio del Roque de los Muchachos of the Instituto de Astrofisica
de Canarias.<br /><br /> 

We thank David Bishop for his wonderful compilation of extragalactic novae

<a href=""http://rochesterastronomy.org/supernova.html"">supernovae.</a>

SN 2018ffs Isaac Newton Telescope WFC r-band: https://www.flickr.com/photos/160436651@N05/44654448650/
"
ATEL #12329,Infra-Red,"
We observed the field of ATLAS18bcde/AT2018kpo (Smartt et al. ATel #12326)
as part of the GREAT survey (Chen et al. 2018, ApJ, 867L, 31), simultaneously
in g'r'i'z'JHK with GROND (Greiner et al. 2008, PASP 120, 405) mounted
at the MPG 2.2m telescope at the ESO La Silla Observatory (Chile), 
<p/> 

Observations started at 02:01 UT on 2018-12-25 (MJD = 58477.084), 0.71
days after the ATLAS discovery. We derive the following magnitudes (all
in the AB system) using aperture photometry with a aperture of the mean
FWHM of the field stars: 

g' = 17.36 +/- 0.01 mag,<br />  
r' = 17.74 +/- 0.01 mag,<br />  
i' = 18.01 +/- 0.01 mag,<br />  
z' = 18.12 +/- 0.01 mag,<br />  
J = 18.62 +/- 0.04 mag,<br />  
H = 19.05 +/- 0.11 mag, and<br />  
K = 19.16 +/- 0.33 mag.<br /> 

We also observed the other epoch 3 hours later, at 05:16 UT on 2018-12-25
(MJD = 58477.220), 

g' = 17.36 +/- 0.01 mag,<br />  
r' = 17.71 +/- 0.01 mag,<br />  
i' = 17.96 +/- 0.01 mag,<br />  
z' = 18.06 +/- 0.02 mag,<br />  
J = 18.48 +/- 0.05 mag,<br />  
H = 19.20 +/- 0.16 mag, and<br />  
K = 19.07 +/- 0.33 mag.<br /> 
No significant variation in all bands. <br /> 

Given magnitudes are calibrated against SDSS field stars as well as 2MASS
field stars and are not corrected for the expected Galactic foreground
extinction corresponding to a reddening of E_(B-V) = 0.05 mag in the direction
of the transient (Schlafly & Finkbeiner 2011).  

After correcting for Milky Way extinction, we fitted SED assuming a black
body, which indicates a temperature of >20000 K. This object may have risen
0.5 mag/day roughly compared between GROND-r and ATLAS-o bands.   

We acknowledge excellent help in obtaining these data from our Chilean
colleagues on La Silla at Christmas Eve. 

"
ATEL #12330,Optical,"
We observed the transient ATLAS18bcde (AT2018kpo) (Smartt et al. ATel 
#12326) by the GWAC-F60A telescope at 2018-12-25T10:55:21. The R-band 
brightness calibrated through the USNOB1.0 catalog is 17.1mag, which is

brighter than the GROND followup observations taken at 8 hours before 
(Chen et al. ATel#12329).   

The low resolution spectrum of ATLAS18bcde (AT2018kpo) has been 
obtained by the NAOC Xinglong 2.16m telescope with the BEFOSC 
spectragraph at 2018-12-25T12:08. The spectrum taken by an exposure  
of 1800s shows the transient has a quite blue featureless spectrum. 
after correcting for the Milky Way extinction by E(B-V)=0.05mag 
(Schlafly & Finkbeiner 2011).   

"
ATEL #12325,Optical,"
ASASSN-18ro (a.k.a., SN 2018evt, RA: 13:46:39.21  Dec: -09:38:35.75 ) was
discovered by All-Sky Automated Survey for Supernovae (ASAS-SN; Shappee
et al. 2014; Atel #11963) on  UT 2018-08-11.00 at V ~ 16.5 mag (absolute
magnitude M_V ~  -18.8 mag) in the host galaxy MCG -01-35-011 (z = 0.024971;
A_V = 0.15 mag for Galactic extinction via NED). It was classified by ePESSTO
as a SN Ia (best match SN Ia 1991T-like; Atel #11947). 

Recent ASAS-SN observations of ASASSN-18ro show that it is at g ~ 16.4
mag on UT 2018-12-16.36 and g ~ 16.6 mag on 2018-12-22.09. Therefore, after
4 months of its discovery, the luminosity of ASASSN-18ro is still at about
-19 mag, and such a high late-time luminosity is not compatible with the
light curve of a typical (1991T-like) SN Ia. We note that ZTF and Gaia
also recently detect ASASSN-18ro at a similar brightness, i.e. r = 16.24
+/- 0.02 mag on UT 2018-12-16.54 from ZTF  (available via Lasair: https://lasair.roe.ac.uk/object/ZTF18actuhrs/)
and G = 16.32 mag on UT 2018-12-17.18 from Gaia Transient Alerts (http://gsaweb.ast.cam.ac.uk/alerts/alert/Gaia18dwd/).

Re-inspection of the ePESSTO spectrum (taken with the ESO-NTT / EFOSC2-NTT
at UT 2018-08-12.9995; available via TNS: https://wis-tns.weizmann.ac.il/object/2018evt)
shows a prominent H-alpha emission line with FWHM ~ 1000 km/s (EW ~ 22
Angstrom). The archival 6dF spectrum (available via NED) at the nucleus
of the host galaxy does not show any H-alpha emission. The H-alpha emission
line likely origins from CSM interactions, which may also explain the high
late-time luminosity of ASASSN-18ro. We note that some 1991T-like SNe Ia
have been shown to have evidence of CSM interactions (e.g., Harris et al.,
2018, ApJ, 868, 21; Graham et al., 2018, arXiv:1812.02757 and references
therein). 

Further follow-up observations are strongly encouraged.

"
ATEL #12326,Optical,"
ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which

is robotically surveying the sky above declination -40 with a cadence 
of 2 days (Tonry et al. 2018, PASP, 13, 064505). Two filters are 
used, cyan and orange (denoted c and o; all mags quoted are in the AB 
system). While carrying out the primary mission for Near Earth 
Objects, we search for and publicly report stationary transients to 
the IAU Transient Name Server. More information is on 
http://www.fallingstar.com. We are submitting Astronomer's Telegrams 
for transients that are either within 100 Mpc, or have some other 
interesting feature to bring to the community's attention, such as 
bright nuclear transients, slowly rising or rapidly fading objects. 

We report a new, young transient source, most likely a supernova in the

galaxy MCG-01-10-019. We discovered ATLAS18bcde (AT2018kpo) on MJD 
58476.37 == 2018 December 24.37 UT, at m_o = 18.1 +/- 0.2. ATLAS18bcde
is offset 
by 29.58 arcsec south, 1.03 arcsec east from MCG-01-10-019, which is at

z=0.018 or d=70 +/- 5 Mpc (from NED). Implying an absolute magnitude of

M =-16.2 (assuming m-M = 34.2 and A_o = 0.1). 

An upper limit of o < 19.3 was measured 24hrs earlier, implying a rise

of > 1 mag in the first day.  A summary of the transient's properties 
are summarised below. Follow up observations are encouraged. 

Name        | ATLAS Name | RA (J2000)  | Dec (J2000) | Disc. Date | Disc
Mag | Offset from host    
ATLAS18bcde | AT2018kpo  | 03:40:43.05 | -06:25:24.1 |  58476.37  | 18.1
o   | 30 arcsec 

This work has made use of data from the Asteroid Terrestrial-impact 
Last Alert System (ATLAS) project. ATLAS is primarily funded to search

for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284,

and 80NSSC18K1575; byproducts of the NEO search include images and 
catalogs from the survey area. The ATLAS science products have been 
made possible through the contributions of the University of Hawaii 
Institute for Astronomy, the Queen's University Belfast, and the Space

Telescope Science Institute.

"
ATEL #12327,Gamma Ray,"
The Large Area Telescope (LAT), one of two instruments on the Fermi Gamma-ray
Space Telescope, has observed the brightest ever gamma-ray flare from a
source positionally consistent with the flat spectrum radio quasar TXS
0646-176 also known as 3FGL J0648.8-1740 (Acero et al. 2015, ApJS, 218,
23). Its coordinates are R.A. = 102.1187437 deg, Decl. = -17.7348444 deg
(J2000; Petrov et al. 2006, AJ, 131, 1872), and it has a redshift z=1.232
(Hewitt & Burbidge 1993, ApJS, 87, 451). 

Preliminary analysis indicates that on December 22, TXS 0646-176 reached
a daily averaged gamma-ray flux (E>100 MeV) of (3.6+/-0.6)X10^-6 photons
cm^-2 s^-1 (uncertainty is statistical only). This corresponds to a flux
increase of a factor of about 170 relative to the average flux reported
in the third Fermi-LAT catalog (3FGL). This is the highest LAT daily flux
ever observed for this source, nearly two and a half times greater than
observed during a previous flaring episode in Nov 2018 (ATel #12252). 
It has a corresponding photon index (E>100 MeV) of 2.4+/-0.2 which is consistent
with the 3FGL value of 2.5+\-0.1. 

Previous flaring activity has been reported by Fermi LAT in June 2018 (ATel#11706)
and July 2015 (ATel#7833). An optical flare was observed in this source
on Nov 12 (ATel#12293). 

Because Fermi normally operates in an all-sky scanning mode, regular gamma-ray
monitoring of this source will continue. A preliminary estimation of the
daily gamma-ray flux observed by Fermi-LAT will be publicly available (http://fermi.gsfc.nasa.gov/ssc/data/access/lat/msl_lc/).
In consideration of the ongoing activity of this source, we encourage multiwavelength
observations. For this source the Fermi LAT contact person is S. Ciprini
(stefano.ciprini@ssdc.asi.it). 

The Fermi LAT is a pair conversion telescope designed to cover the energy
band from 20 MeV to greater than 300 GeV. It is the product of an international
collaboration between NASA and DOE in the U.S. and many scientific institutions
across France, Italy, Japan and Sweden.

"
ATEL #12328,Optical,"
We report optical photometry of the flat spectrum radio quasar J1153-1105,
obtained with the 2.56m Nordic Optical Telescope in La Palma, to look for
any enhanced optical activity associated with a recent flare in the daily
averaged gamma-ray flux seen in Fermi J1153-1124 (ATel#12206, ATel#12208).

These NOT observations were made using the ALFOSC (Alhambra Faint Object
Spectrograph and Camera) instrument at the epoch 2018-12-09T07:04. Standard
IRAF data reduction (de-biasing + flat field correction with twilight flats)
was carried out and differential photometry was performed. The brightness
was calibrated against 17 
SDSS field stars near the target. The std-dev of the zero point was 0.03
mag. 

We find that PKS J1153-1105  had an SDSS r-magnitude = 18.82 +- 0.03 (AB-system).
This result suggests that there is significant enhancement in its optical
magnitude. An historic value of this object's r-magnitude from PanSTARRS
at mean epoch 2013-02-24 is 19.3 (Chambers et al. 2016, arXiv:1612.05560).

This brightening supports the identification of Fermi J1153-1124 with PKS
J1153-1105. 

We encourage further multi-wavelength coverage. We will continue to monitor
this source and report future developments using this and other platforms.

"
ATEL #12323,Radio,"
The magnetar XTE J1810-197 has experienced periods of activity in X-rays
(Ibrahim et al. 2004) and in radio frequencies, being the first magnetar
in which radio pulsations were detected (Camilo et al. 2006). After being
in a radio-quiet state for several years (Camilo et al. 2016), this magnetar
has recently re-entered in outburst (ATEL #12284, #12285). 

The IAR (Argentinian Institute of Radioastronomy, https://www.iar.unlp.edu.ar/
) is going through major upgrades to suit its two 30-m antennas for pulsar
timing investigations performed by the PuMA (Pulsar Monitoring in Argentina
http://puma.iar.unlp.edu.ar/ ) collaboration. As an exploratory study,
we dedicated observing time to the transient XTE J1810-197 during December
14 (MJD 58466.615), December 19 (MJD 58471.614) and December 20 (MJD 58472.615).
Single-polarization observations with a bandwidth of 56 MHz centered at
1420 MHz revealed significant pulsating radio emission from XTE J1810-197
with a barycentric spin-period of P = 5.54137(3) s on MJD 58466.615, consistent
with the values reported in ATEL #12284, and #12312. In subsequent observations
we obtained signal-to-noise ratios of 16 for a 90-min observation (Antenna
2, Dec. 14), 24 for 150-min observation (Antenna 1, Dec. 19), 10 for a
80-min observation (Antenna 2, Dec. 19) on the first polarization and 14
on the second polarization, and 15 for a 50-min observation (Antenna 2,
Dec. 20). Unfortunately, we could not derive polarization angles and calibrated
fluxes with these measurements. The pulse profiles from Dec. 14 showed
a complex structure of a short, strong peak preluded by a less intense
and longer in duration precursor (<a href=""http://pumacoll.wdfiles.com/local--files/home%3Ahome/magnetar1"">
Dec. 14 pulse profile at 1400 MHz</a>), as reported at other frequencies
in ATEL #12284, #12285, and #12312. In turn, the precursor peak is not
visible on subsequent observations from Dec. 19 (<a href=""http://pumacoll.wdfiles.com/local--files/home%3Ahome/magnetar2"">
Dec. 19 pulse profile at 1400 MHz</a>) and Dec. 20 (  <a href=""http://pumacoll.wdfiles.com/local--files/home%3Ahome/magnetar3"">
Dec. 20 pulse profile at 1400 MHz</a>). 

We will continue performing daily monitoring of the source at 1.4 GHz,
although its proximity to the Sun now forces us to interrupt the follow
up for about ten days. 

"
ATEL #12324,Optical,"
We report optical follow-up observations of the blazar BZQJ0348-2749 that
showed a large NIR flare (Carrasco et al., ATel #12310), with the 0.7m
robotic GROWTH-India telescope at the Indian Astronomical Observatory.
The target was observed on UT 2018-12-21 at an airmass of 2.7 in r and
i filters. Magnitudes were calculated using PanSTARRs reference stars in
the same field. The measured magnitudes are:  
?MJD ? ? Filter        Magnitude 
58473.752?      i ?     16.07 +- 0.23  
58473.778?      r ?     16.37 +- 0.35 

The object is considerably brighter than the quiescence values of r=19.50
+- 0.05 and i=18.88 +- 0.12 obtained from PanSTARRs.  

GROWTH India telescope is a 70-cm telescope with a 0.7 degree field of
view, set up by the Indian Institute of Astrophysics and the Indian Institute
of Technology Bombay with support from the Indo-US Science and Technology
Forum (IUSSTF) and the Science and Engineering Research Board (SERB) of
the Department of Science and Technology (DST), Government of India (https://sites.google.com/view/growthindia/).
It is located at the Indian Astronomical Observatory (Hanle), operated
by the Indian Institute of Astrophysics (IIA). 

"
ATEL #12318,Optical,"		Variables

MASTER OT J152618.28+085709.2 discovery - PSN in 9W	12S of  PGC1356939

MASTER-Kislovodsk auto-detection sD.ystem discovered OT source at (RA,
Dec) = 15h 26m 18.28s +08d 57m 09.2s on 2018-12-21.08196 UT.

The OT unfiltered magnitude is 
16.7m
(limit 18.4m).

The OT is seen in 3 images (2018-12-21 01:58:01-02:11:44. There is no minor
planet at this place.

We have reference image without OT on 2017-04-27.93032 UT with unfiltered
magnitude limit 20.0m. 

Spectral observations are required.

Spectral observations are required.

The discovery and reference images are available at:

http://master.sai.msu.ru/static/OT/152618.28085709.2.png 

MASTER Global Robotic Net: http://observ.pereplet.ru
"
ATEL #12319,Optical,"		Supernovae, Transient

MASTER OT J120755.95+650647.8  discovery - PSN in  NGC4121  

MASTER-Kislovodsk auto-detection system ( <A HREF=""http://www.hindawi.com/journals/aa/2010/349171/"">Lipunov
et al., ""MASTER Global Robotic Net"",  
Advances in Astronomy, 2010, 30L</A> ) 

discovered OT source at (RA, Dec) =12h 07m 55.95s +65d 06m 47.8s on 2018-12-20
19:32:41.182 UT. 

The PSN unfiltered magnitude is 
15.5m
(limit 18.4m).

This PSN is seen in 4 images. There is no minor planet at this place. 
We have the nearest in time reference image without OT on 2018-08-12 21:16:05UT
with 19.2 unfiltered magnitude limit.  

Spectral observations are required. 

The discovery and reference images are available at: 

http://master.sai.msu.ru/static/OT/120755.95+650647.8.png  

MASTER OT J233944.38-812648.4   detection -  CV outburst, ampl>4.1m 

MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec)
= 23h 39m 44.38s -81d 26m 48.4s on 2018-12-19 20:00:40.04  UT. 

The OT unfiltered magnitude is 
17.7m
(19.3 limit).

This OT is seen in 3 images. There is no minor planet at this place. 

We have the nearest in time reference image without OT on  2018-10-10 20:27:16UT
with  20.1 unfiltered magnitude limit.  

We have 
previous outburst on 2017-04-11 23:19:40.522UT
(and 23:31:03.619UT, 23:43:42.244UT)  with 
m_OT=18.0
(MASTER-SAAO) 

There is GSC2.3.2 optical source with known only blue jmag=21.29; it means
rmag=22m limit in history and more then 4.1m of current outburst amplitude
(MASTER W=0.2B+0.8R calibrated by thousands USNO-B1 field stars at every
4 square degrees image).

Spectral observations are required. 

The discovery and reference images are available at:  

http://master.sai.msu.ru/static/OT/233944.38-812648.4.png   

<center><a href=""http://observ.pereplet.ru/MASTER_OT.html"">List of Optical
Transients discovered by MASTER</a></center>

MASTER Global Robotic Net: http://observ.pereplet.ru
"
ATEL #12320,X-ray,"
The MAXI/GSC nova alert system triggered on a bright hard X-ray transient
source at 04:33 UT on December 21, 2018. Assuming that the source flux
was constant over each scan transit at 04:33 and 06:06, we obtain the source
position at

(R.A., Dec) = (247.770 deg, -47.920 deg) = (16 31 04, -47 55 12) (J2000)

with a statistical 90% C.L. elliptical error region with long and short
radii of 0.17 deg and 0.17 deg, respectively. The roll angle of the long
axis from the north direction is 18.0 deg counterclockwise. There is an
additional systematic uncertainty of 0.1 deg (90% containment radius).
The X-ray flux averaged over the scans was 209 +- 27 mCrab (4.0-10.0keV,
1 sigma error).

The error region includes the 1309 second X-ray pulsar AX J1631.9-4752/IGR
J16320-4751 (Sugizaki et al. 2001, ApJS, 134, 77; Rodriguez et al. 2003,
A&A, 407, L41l; Lutovinov et al. 2005, A&A 433, L41). In previous observations,
AX J1631.9-4752 showed hard energy spectra (e.g., Rodriguez et al. 2006,
A&A, 366, 274), but the fluxes were below several tens of mCrab.

The first trigger with the alert system was at 18:25 on December 18, 2018.
At that time, however, the source was near the edge of a detector and it
was difficult to identify the source. The source went into an invisible
sky area soon after that, and entered the field of view again on December
21. An interpolated light curve suggests that the source flux has been
increasing since the first detection. 
On the other hand, the Swift/BAT light curve of AX J1631.9-4752 (https://swift.gsfc.nasa.gov/results/transients/AXJ1631.9-4752/)
showed flare-like behavior on December 21.

Because of the brightest outburst never seen before from AX J1631.9-4752,
and relatively poor spatial resolution of MAXI/GSC, we tentatively name
the source MAXI J1631-479. Followup observations are encouraged though
the source is relatively close to the Sun (~ 30 deg).

Information on the outburst of AX J1631.9-4752/MAXI J1631-479: http://maxi.riken.jp/alert/novae/8473224687/8473224687.htm
"
ATEL #12321,Radio,"		Transient

We report on a new NIR flare of the high redshift QSO (z=1.213) [hb89]0234+285
also known as BZQJ0237+2848, cross-correlated with the radio source 4C+28.07
and the Gamma-ray source 3FGLJ0237.9+2848. On December 20th,2018 MJD(2458472.8246),
we found the source with NIR fluxes corresponding to J = 13.776 +/- 0.03,
H = 12.881 +/- 0.03 and Ks= 12.078 +/- 0.05. On MJD 2458067.65 the flux
in the H band corresponded to H = 14.983 +/- 0.03. Hence, the source has
increased its flux by a factor of 7, in this lapse. The source has shown
flaring activity in the past (see ATel #10034, #11261, #12111) Our observations
are carried out with the 2.1m telescope of the Guillermo Haro Observatory
operated by the National Institute for Astrophysics, Optics and Electronics
(Mexico), equipped with the instrument CANICA a NIR camera. We encourage
further multi-wavelength coverage. 

	

Related 
12111 	SAO RAS Observations of current brightening of [HB89] 0234+285 blazar

11261 	A New Large NIR Flare of the Blazar [HB89] 0234+285 
10034 	A NIR Flare of the QSO [HB89] 0234+285 
	

"
ATEL #12322,X-ray,"
We report on new X-ray observations of the black hole binary system GX
339-4. GX 339-4 is a prototypical black hole binary with recurring outbursts
every 2-3 years. A significant increase in the radio luminosity has been
recently reported (Tremou et al. 2018, Atel #12287) indicating a new outburst
has started. While monitoring is currently not attainable with most X-ray
instruments due to Sun constrain, observations are possible using the Nuclear
Spectroscopic Telescope Array (NuSTAR; Harrison et al. 2013, ApJ, 770,
103). Thus, with requested Directors Discretionary Time (DDT), we have
triggered a single ~17.5 ks NuSTAR observation of GX 339-4.  

The observation was performed when the source was roughly 25 degrees away
from the Sun. This reduces the overall astrometric accuracy of NuSTAR as
the star tracker used to reconstruct the source on the sky was blinded
by the Sun. We used a relatively large (100"") extraction region centered
on the apparent position of the source to account for the jitter in the
source location. High level science products (lightcurves, spectra, and
response files) are minimally affected when operating in this mode as long
as the source is bright. 

The source is detected at ~6 counts per second by both Focal Plane Modules
A and B (FPMA/FPMB), well above the background signal in the entire NuSTAR
band (3-79 keV). We measure the source flux at ~2.4e-11 erg/cm^2/s (2-10
keV). The spectra were fitted with an absorbed power-law model (TBabs*pow)
with a fixed hydrogen column density of N_H = 5.e21 cm^-2. We observe a
hard power-law continuum with Gamma = 1.55 +/- 0.01. Clear signatures of
X-ray reprocessing (reflection) are observed in the form of Fe K emission,
Fe K edge, and possibly an excess above ~20 keV due to electron scattering
in the reflection (Compton hump). By fitting the Fe K emission with a Gaussian
profile with fixed width (sigma=0.01 keV), we measure the centroid energy
at E = 6.39 +\- 0.06 keV, and an equivalent width of ~57 eV.  

The hard continuum, flux level, and presence of reflection features are
consistent with the beginning of a new outburst, and show remarkable resemblance
with the last (failed) outburst of this source observed in October 2017-January
2018 (Garcia et al. 2017, Atel #10825), as well as with previous NuSTAR
and Suzaku measurements at similar luminosities (Wang-Ji et al. 2018, ApJ
855, 61, Tomsick et al. 2009, ApJL, 707, 87). 

Given that observations with other X-ray telescopes will not be possible
until middle January 2019, additional NuSTAR DDT observations will be requested
in order to monitor the evolution of this source until the Sun exclusion
period is over. We thank the NuSTAR SOC team for the prompt scheduling
of this observation.

"
ATEL #12310,Radio,"
We report on a NIR Flare of the high redshift QSO BZQJ0348-2749 (z=0.991)
cross-identified with the Gamma-ray source 2FGLJ0348.6-2750. On December
19th,2018 (MJD 24578471.7858), we found the source with NIR fluxes J =13.963
+/- 0.05, H = 13.043 +/- 0.05 and Ks = 12.183 +/- 0.05. While on MJD 2458448.799
the flux in the H band corresponded to H = 14.561 +/- 0.04. Hence, the
source has increased its flux by a factor of 4. in this short lapse. The
source is brightest since the time we started monitoring it (MJD 2455459.97),
when the flux in the H band was 15.393 +/- 0.15 Our observations are carried
out with the 2.1m telescope of the Guillermo Haro Observatory operated
by the National Institute for Astrophysics, Optics and Electronics (Mexico),
equipped with the instrument CANICA a NIR camera. We encourage further
multi-wavelength coverage.

"
